"tweetid",           "userid",                                    "user_display_name",                           "user_screen_name",                           "user_reported_location","user_profile_description",                                                                                                                      "user_profile_url",        "follower_count","following_count","account_creation_date","account_language","tweet_text",                                                "tweet_time",      "tweet_client_name","in_reply_to_tweetid","in_reply_to_userid","quoted_tweet_tweetid","is_retweet","retweet_userid","retweet_tweetid","latitude","longitude","quote_count","reply_count","like_count","retweet_count","hashtags","urls","user_mentions","poll_choices"
"897900150886195202","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross TRIGGERED : Watch Keith Olbermann LITERALLY CRY About Trump https://t.co/6Tx5AuS7My #ros https://t.co/LKvpsnfgnB","2017-08-16 19:17","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2fLAIaz]","[]",""
"895998075302498304","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross Trump Lawyer RIPS Special Counsel for “GROSS ABUSE” https://t.co/PF6HsamIyp #ros https://t.co/hW4IOTKa2D","2017-08-11 13:19","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2fxoiTC]","[]",""
"893287665952583680","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross BREAKING VIDEO : WV Governor Switches from Dem to Republican at Trump Rally! https://t.co/glukklDv08 #ros https://t.co/g7hDP9FoWO","2017-08-04 01:49","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2fdrljB]","[]",""
"898217445361635328","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross Watch Rocker Ted Nugent PASSIONATELY Defend Trump Against Critics! https://t.co/9OoLfdFfwl #ros https://t.co/B52tKBJ1Pv","2017-08-17 16:18","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2wTg4cx]","[]",""
"895998086782365696","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross Australia Choses a Side! https://t.co/aVXu97H6Ih #ros https://t.co/zTn3sBDCOS","2017-08-11 13:19","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2fyXjXx]","[]",""
"895360243206692864","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross LOL : The Official Church of Satan Just Rebuked Hillary Clinton https://t.co/aIl1uktlB6 #ros https://t.co/RWEMID8eyj","2017-08-09 19:04","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2vOVI68]","[]",""
"897505087882313729","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross REPORT : Rupert Murdoch Trying to Get Steve Bannon Fired https://t.co/kQlGjVxXy8 #ros https://t.co/4Njv8ysDKb","2017-08-15 17:07","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2vB1Dvf]","[]",""
"890652961646542848","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross Michael Moore Hatches Plan for “Trans Troops” to REVOLT Against Trump https://t.co/cRGo7rSIx5 #ros https://t.co/2IlNHt6zVn","2017-07-27 19:19","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2vMRx8l]","[]",""
"898220061009350656","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross PROOF : The Lying Media TWISTED Trump’s Words on Charlottesville! https://t.co/BMS8GKKL5P #ros https://t.co/J2mM5QfCYw","2017-08-17 16:28","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2wdPZrA]","[]",""
"893812246622728193","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross Bolling Under Attack! HuffPo Claims He Pulled an Anthony Weiner, Cites “Anon Sources” https://t.co/IZSZbgklIB #ros https://t.co/z3T4WzE6Br","2017-08-05 12:33","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2hxjPAQ]","[]",""
"896772018258968582","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross North Carolina Allows Vehicles to Plow Through Protesters Blocking the Streets https://t.co/FlUy3iCV7P #ros https://t.co/8A9wsdbhGW","2017-08-13 16:34","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2wGkenY]","[]",""
"891747528391221248","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross U.S. Sends a STRONG Warning to North Korea with THIS Military Response https://t.co/gtWTXnXXsx #ros https://t.co/f92PL71eS0","2017-07-30 19:49","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2uOVauG]","[]",""
"896772036198006787","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross Traitor Jeff Flake is Getting HAMMERED From All Sides https://t.co/RwvEGvnPTj #ros https://t.co/RB6bK6N4Jx","2017-08-13 16:34","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2vuMawB]","[]",""
"896443527059709960","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross California CAVES! Pays Woman Who Had Hijab Removed By Police $85,000 https://t.co/R0k0K7IiPw #ros https://t.co/1FqSuMzuc9","2017-08-12 18:49","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2vx9VT5]","[]",""
"890735833128607751","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross BOMBSHELL : Firm Behind Fake Trump Dossier EXPOSED for Russia Ties https://t.co/JjEGSl2Pss #ros https://t.co/glziyTDKrt","2017-07-28 00:49","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2v3ORFC]","[]",""
"893983100493066242","Gjmuvnf13Ig4qm0ETFJXSGAlQ8tGBqQVFYoxKHqzuXE=","Gjmuvnf13Ig4qm0ETFJXSGAlQ8tGBqQVFYoxKHqzuXE=","Gjmuvnf13Ig4qm0ETFJXSGAlQ8tGBqQVFYoxKHqzuXE=","Estados Unidos","Conservative🇺🇸Christian✝️Trump Supporter👍NRA Life Member🔫Bowhunter🏹GSP Breeder🐶Goal in Life is to be as good as my dogs think I am🐶#MAGA #buildthewall Follow me","https://t.co/4srF9ALSJp","803","1912","2017-07-31","es","#evsdBill Kristol Set to Lead Efforts to Sabotage Trump from the Right https://t.co/chbp8sbXdS https://t.co/NwBtZjf3Nv","2017-08-05 23:52","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","1.0","[evsdBill]","[http://ift.tt/2vsODIA]","[]",""
"895613082650783744","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","BqO5SEFJJES3iQwLvE30hQTmi9WNen+8zUmcUGbSLY=","Estados Unidos","#Trump #MAGA #DrainTheSwamp #AmericaFirst Proud mother of a wounded soldier. Vegan. Blessed with twins, a beautiful grandson, & 2 great dogs Follow me","https://t.co/XZtuPeOA9N","890","3759","2017-07-27","es","#ross The Clinton Body Count GOES UP! Male Prostitute Found DEAD at Donor’s Home! https://t.co/xsrJ2UeQlT #ros https://t.co/SG2xrEbkte","2017-08-10 11:49","IFTTT","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[ross, ros]","[http://ift.tt/2vRFKJe]","[]",""
"800636555412918272","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","Estados Unidos","americas news, all the best of your hands policy
#TOPUSA
#VOTE
#POLITICSUSA","","2206","1336","2016-11-03","es","VIDEO : Anti-Trump Protesters Exposed as Low-Info Dummies https://t.co/ZePbZbJHoO https://t.co/Zxl51QzdNb","2016-11-21 09:46","dlvr.it","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[]","[http://viid.me/qqgqkx]","[]",""
"804472193933414400","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","Estados Unidos","americas news, all the best of your hands policy
#TOPUSA
#VOTE
#POLITICSUSA","","2206","1336","2016-11-03","es","UPDATE: Carrier CEO Told Trump They’re Going To Hire 10,000 More AMERICAN Jobs… https://t.co/iNNdmCi7in https://t.co/k8132ceCk5","2016-12-01 23:48","dlvr.it","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[]","[http://viid.me/qwGfjQ]","[]",""
"859551375910359040","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","Estados Unidos","americas news, all the best of your hands policy
#TOPUSA
#VOTE
#POLITICSUSA","","2206","1336","2016-11-03","es","Tucker Carlson Lands 8-Figure Book Deal https://t.co/Yj3tfwOjh5 https://t.co/YkmL7O4C56","2017-05-02 23:33","dlvr.it","","","","False","","","absent","absent","0.0","0.0","1.0","0.0","[]","[http://thetruthdivision.com/2017/05/tucker-carlson-lands-8-figure-book-deal/?utm_source=dlvr.it&utm_medium=twitter]","[]",""
"839163870291775488","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","Estados Unidos","americas news, all the best of your hands policy
#TOPUSA
#VOTE
#POLITICSUSA","","2206","1336","2016-11-03","es","GOP plan gives health insurance execs a big tax break https://t.co/i2nGxogf9S https://t.co/2duaQFXfzZ","2017-03-07 17:20","dlvr.it","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[]","[http://money.cnn.com/2017/03/07/news/companies/republican-healthcare-reform-tax-break-insurance-execs/index.html?section=money_topstories&utm_source=dlvr.it&utm_medium=twitter]","[]",""
"849643674937851904","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","Estados Unidos","americas news, all the best of your hands policy
#TOPUSA
#VOTE
#POLITICSUSA","","2206","1336","2016-11-03","es","Ivanka Hotel https://t.co/525eCaApiv https://t.co/gNpdTZVmPI","2017-04-05 15:23","dlvr.it","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[]","[http://money.cnn.com/2017/04/04/news/ivanka-trump-hotel-ethics/index.html?sr=recirc040517ivankatrumpdchotel1030vodtop&section=money_topstories&utm_source=dlvr.it&utm_medium=twitter]","[]",""
"819998497831194624","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","Estados Unidos","americas news, all the best of your hands policy
#TOPUSA
#VOTE
#POLITICSUSA","","2206","1336","2016-11-03","es","BREAKING : “3 DOORS DOWN” to Perform at Trump Inauguration https://t.co/ZrdSGmVHUe https://t.co/ydZY2dCeWL","2017-01-13 20:04","dlvr.it","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[]","[http://viid.me/qo1FsN]","[]",""
"842529202255544320","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","Estados Unidos","americas news, all the best of your hands policy
#TOPUSA
#VOTE
#POLITICSUSA","","2206","1336","2016-11-03","es","Media Hides Clause In Trump Budget Showing He Fulfilled Another Campaign Promise… https://t.co/lWsF7SuyoI https://t.co/9p2MWKTRrn","2017-03-17 00:13","dlvr.it","","","","False","","","absent","absent","0.0","0.0","0.0","1.0","[]","[http://thetruthdivision.com/2017/03/media-overlooks-incredible-clause-trumps-budget-another-campaign-promise-fulfilled/?utm_source=dlvr.it&utm_medium=twitter]","[]",""
"843613087613648897","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","dppCN6g3OEAtdPPCo4cNTj5BXy51Qjrr25PaJs6s0=","Estados Unidos","americas news, all the best of your hands policy
#TOPUSA
#VOTE
#POLITICSUSA","","2206","1336","2016-11-03","es","JUST IN : Obama Appointed Judge Refuses DOJ Request to Narrow Injunction on Travel Ban https://t.co/rxTfkgro5K https://t.co/bxTd0dskpH","2017-03-20 00:00","dlvr.it","","","","False","","","absent","absent","0.0","0.0","0.0","0.0","[]","[http://truthfeed.com/just-in-obama-appointed-judge-refuses-doj-request-to-narrow-injunction-on-travel-ban/58468/?utm_source=dlvr.it&utm_medium=twitter]","[]",""
