"CHILLING" 12
"CIA" 3
"CITIES" 9
"CITIZENS" 6
"CLARKE" 8
"CLASS" 10
"CLUE" 5
"CNN" 136
"CNNs" 37
"COACHED" 4
"COMBINED" 9
"COME" 8
"CONFIRMED" 7
"CONNECTION" 5
"COPS" 11
"CRASHES" 9
"CRIME" 9
"CRIMINAL" 7
"CRITICAL" 7
"CROOKED" 5
"CROSSED" 9
"Cab" 8
"Cake" 4
"Cali" 21
"California" 97
"Californians" 12
"Call" 9
"Calla" 1
"Called" 119
"Calling" 32
"Calls" 136
"Camas" 1
"Came" 12
"Camera" 18
"Campaign" 68
"Campaigned" 6
"Camps" 15
"Campus" 22
"Can" 30
"Can't" 2
"Canceled" 3
"Cancer" 23
"Canidates" 4
"Cans" 10
"Cant" 32
"Capital" 9
"Car" 44
"Card" 16
"Cards" 19
"Care" 5
"Caribbean" 6
"Carlson" 27
"Carson" 22
"Cartoon" 12
"Case" 6
"Cases" 4
"Cash" 4
"Cat" 13
"Cat's" 26
"Catastrophic" 5
"Catch" 14
"Catches" 8
"Category" 38
"Cathedral" 5
"Cats" 3
"Caught" 64
"Causas" 1
"Cause" 22
"Causing" 6
"Cave" 2
"Ceiling" 6
"Celebrate" 11
"Celebrated" 4
"Celebrates" 1
"Celebrities" 9
"Celebrity" 9
"Celebs" 7
"Censorship" 6
"Censured" 15
"Center" 26
"Century" 1
"Cernovich" 6
"Chain" 17
"Chair" 23
"Chalk" 13
"Challenge" 3
"Challenges" 5
"Challenging" 2
"Chance" 13
"Change" 123
"Changed" 8
"Changes" 12
"Changing" 14
"Chant" 4
"Chanted" 4
"Chants" 13
"Charges" 7
"Charging" 5
"Charlie" 22
"Charlottesville" 1
"Cheating" 7
"Check" 41
"Checked" 9
"Cheer" 23
"Cheering" 15
"Cheers" 11
"Chelsea" 63
"Chemical" 15
"Cher" 17
"Chica" 2
"Chicago" 25
"Chicas" 6
"Chief" 18
"Child" 36
"Children" 1
"Chilling" 9
"China" 3
"Chinese" 13
"Choices" 8
"Choose" 9
"Chris" 13
"Christian" 30
"Christianity" 1
"Christians" 39
"Chuck" 2
"Church" 8
"Cibersexo" 1
"Cinco" 1
"Cincuenta" 1
"Cinemascore" 1
"Circuit" 9
"Circus" 5
"Cistitis" 1
"Cities" 31
"Citizens" 22
"City" 23
"Civil" 10
"Claim" 69
"Claimed" 14
"Claiming" 47
"Claims" 228
"Clapper" 13
"Clarke" 28
"Clarkes" 8
"Clash" 14
"Class" 13
"Classless" 6
"Classmates" 8
"Claves" 2
"Clear" 1
"Cleveland" 17
"Clever" 4
"Climate" 130
"Climatologist" 7
"Clinton" 98
"Clintons" 34
"Clobbered" 2
"Clooney" 13
"Close" 14
"Closer" 12
"Closing" 3
"Cmo" 40
"Coal" 6
"Coals" 7
"Coast" 14
"Cockatiel" 8
"Cockpit" 9
"Coitus" 1
"Colbert" 19
"Cold-Hearted" 15
"Colin" 10
"Collapsed" 3
"Collection" 4
"College" 18
"Colleges" 8
"Collins" 18
"Colluded" 5
"Collusion" 17
"Colors" 8
"Combat" 8
"Combined" 11
"Come" 21
"Comes" 15
"Comey" 161
"Comeys" 12
"Comfort" 20
"Comics" 2
"Coming" 36
"Comingand" 6
"Comm" 3
"Commander" 8
"Comment" 41
"Comments" 46
"Commish" 5
"Commissioner" 1
"Commit" 13
"Committed" 15
"Committee" 1
"Common" 13
"Communications" 25
"Communist" 21
"Como" 5
"Companies" 21
"Company" 31
"Compared" 10
"Compares" 13
"Compassion" 5
"Competition" 14
"Compilation" 14
"Complains" 3
"Complete" 8
"Completely" 18
"Composer" 11
"Con" 1
"Con-Artist" 11
"Concede" 7
"Concentration" 13
"Concerned" 8
"Concert" 2
"Concerts" 3
"Condemn" 4
"Condemned" 10
"Condemning" 9
"Condemns" 3
"Confederate" 18
"Conference" 1
"Confinement" 13
"Confirms" 3
"Confused" 15
"Congress" 8
"Congressional" 7
"Congressmans" 6
"Congressmen" 5
"Conoce" 5
"Consecuencias" 1
"Consejos" 2
"Conservative" 81
"Conservatives" 30
"Considering" 13
"Considers" 11
"Consoled" 6
"Conspiracy" 19
"Constitutional" 4
"Construction" 14
"Contained" 4
"Container" 10
"Contesting" 2
"Continue" 16
"Continues" 9
"Contractors" 9
"Contracts" 29
"Control" 14
"Conversation" 10
"Convicted" 12
"Conviction" 12
"Conway" 9
"Cool" 10
"Cooper" 2
"Cop" 18
"Copies" 9
"Cops" 37
"Corey" 17
"Cornell" 14
"Corner" 3
"Correctly" 7
"Corrupt" 9
"Corruption" 31
"Cory" 6
"Cost" 23
"Cotton" 2
"Couch" 3
"Could" 63
"Couldn't" 3
"Coulter" 13
"Council" 1
"Counsel" 1
"Counselor" 3
"Country" 20
"County" 6
"Coup" 6
"Couple" 3
"Courageous" 12
"Court" 54
"Cover" 21
"Coverage" 24
"Covering" 10
"Cowardly" 7
"Cowboys" 1
"Cranes" 14
"Crash" 10
"Crashing" 2
"Crazed" 29
"Crazy" 13
"Created" 3
"Creating" 2
"Creative" 3
"Credit" 13
"Crime" 3
"Crimes" 19
"Criminal" 2
"Criminals" 9
"Cringe" 4
"Cringeworthy" 14
"Criticism" 1
"Cronies" 12
"Crooked" 53
"Crossed" 15
"Crowd" 26
"Cruel" 3
"Crusade" 9
"Cruz" 15
"Cry" 18
"Cuando" 15
"Cuban" 8
"Cuide" 2
"Cul" 1
"Cult" 4
"Cumloader" 2
"Cumlouder" 3
"Cuntas" 1
"Cuomo" 27
"Curt" 16
"Cut" 6
"Cute" 8
"Cutest" 10
"Cuts" 15
"DACA" 368
"DANGEROUS" 2
"DC" 21
"DE" 2
"DEAD" 1
"DEADLY" 18
"DEATH" 10
"DEBUNK" 4
"DEBUNKED" 1
"DEBUNKING" 6
"DEBUNKS" 11
"DECADES" 10
"DEFEATED" 11
"DEFIES" 6
"DELUSIONAL" 10
"DEMAND" 3
"DEMANDING" 17
"DEMANDS" 6
"DEMOLISHES" 2
"DESTROY" 20
"DESTROYING" 2
"DESTROYS" 22
"DETECTOR" 11
"DETERMINED" 2
"DHS" 8
"DID" 32
"DIE" 3
"DIGGING" 1
"DIGITS" 7
"DISASTER" 2
"DISBAR" 5
"DISGRACEFUL" 7
"DISGUSTING" 34
"DMV" 8
"DNC" 30
"DO-NOTHING" 3
"DOJ" 28
"DOLLS" 8
"DOMINATES" 5
"DONE" 23
"DOOZY" 8
"DOUBLE" 12
"DOUBLES" 10
"DOWN" 44
"DRASTIC" 10
"DREAMer" 10
"DREAMers" 97
"DSouza" 7
"Dad" 16
"Daily" 4
"Dairy" 11
"Dallas" 30
"Damn" 1
"Dan" 9
"Danced" 8
"Dare" 1
"Dash" 13
"Date" 16
"Daughter" 40
"Daughter's" 3
"David" 12
"Day" 70
"Days" 6
"De" 20
"DeBlasio" 7
"DeGeneres" 2
"DeVos" 38
"Dead" 66
"Deadly" 27
"Deal" 51
"Dealt" 7
"Death" 55
"Debt" 24
"Debunk" 21
"Debunked" 24
"Debunks" 16
"Debut" 3
"Decades" 14
"Decide" 18
"Decided" 14
"Decision" 22
"Declare" 18
"Declared" 17
"Declares" 121
"Declaring" 4
"Declogo" 1
"Decor" 4
"Decoration" 2
"Dedicated" 7
"Deep" 7
"Deface" 10
"Defaced" 10
"Defector" 6
"Defend" 10
"Defending" 14
"Defends" 33
"Defense" 18
"Deletes" 11
"Deliver" 8
"Delivers" 29
"Dem" 147
"Demand" 6
"Demanded" 6
"Demanding" 6
"Demands" 31
"Democrat" 35
"Democratic" 1
"Democrats" 31
"Dems" 158
"Denial" 9
"Denied" 18
"Deniers" 32
"Deniro" 9
"Denmark" 10
"Dennis" 11
"Depicting" 16
"Depicts" 2
"Deplorable" 9
"Deplorables" 15
"Deployed" 7
"Deportation" 23
"Depp" 1
"Dept" 17
"Deputies" 6
"Deputy" 17
"Deranged" 3
"Describes" 4
"Descubre" 1
"Deserted" 9
"Deserves" 16
"Design" 10
"Desperate" 31
"Despite" 14
"Despus" 2
"Destroy" 17
"Destroyed" 15
"Destroying" 6
"Destroys" 54
"Details" 37
"Detonation" 3
"Devastation" 31
"Devos" 19
"DiCaprio" 4
"Diamond" 36
"Dictators" 1
"Did" 102
"Didn't" 50
"Didnt" 21
"Die" 9
"Died" 8
"Diez" 2
"Different" 10
"Difficult" 5
"Dig" 15
"Dinesh" 7
"Dinner" 8
"Dire" 10
"Direct" 5
"Director" 35
"Disaster" 21
"Disavow" 11
"Disavows" 9
"Discourages" 12
"Discovered" 12
"Discredited" 3
"Discusses" 10
"Diseases" 2
"Disgrace" 24
"Disgraced" 24
"Disgraceful" 33
"Disgusted" 9
"Disgusting" 9
"Dislikes" 15
"Disney" 7
"Dispute" 10
"Disrespecting" 2
"Disrupted" 1
"Distraut" 6
"Ditka" 14
"Diva" 20
"Diversity" 2
"Dividing" 7
"Division" 8
"Do" 23
"Do'" 4
"Dobbs" 22
"Docs" 6
"Document" 10
"Does" 35
"Doesnt" 31
"Dog" 64
"Dog's" 5
"Dogging" 1
"Dogs" 13
"Doin'" 10
"Doing" 27
"Dollar" 16
"Dollars" 18
"Dolly" 4
"Dolor" 2
"Domestic" 7
"Dominica" 3
"Don" 57
"Don't" 14
"Donahue" 1
"Donate" 6
"Donated" 18
"Donating" 3
"Donation" 9
"Done" 26
"Donor" 6
"Dont" 10
"Doozy" 9
"Dossier" 35
"Dotard" 1
"Doubles" 22
"Down" 142
"Downtown" 11
"Dr" 8
"Drain" 6
"Drained" 1
"Drank" 10
"Dreamer" 24
"Dreamers" 30
"Dreamt" 11
"Dress" 2
"Dressed" 8
"Drive" 8
"Driver" 9
"Drop" 16
"Dropped" 18
"Dry" 19
"Dubious" 11
"Duck" 3
"Durden" 3
"During" 117
"Dwellers" 2
"Dying" 6
"Dynastys" 3
"E" 27
"E-Book" 6
"EARTHQUAKE" 8
"EASILY" 7
"EATING" 5
"EFFECT" 10
"EGOTISTICAL" 1
"ELSE" 6
"EMOTIONAL" 3
"EMPTY" 16
"END" 14
"ENDING" 7
"ENEMY" 10
"ENTITY" 16
"EPA" 6
"EPIC" 48
"ERASED" 8
"ERUPTS" 4
"ESPN" 62
"ESPNs" 15
"EU" 5
"EULOGY" 6
"EVACUATE" 2
"EVEN" 1
"EVER" 11
"EVISCERATE" 11
"EXACTLY" 20
"EXCUSE" 10
"EXPENSIVE" 7
"EXPLOSIONS" 6
"EXPOSED" 14
"EXPOSES" 7
"Each" 8
"Eager" 9
"Earnest" 3
"Earth" 4
"Earthquake" 43
"Earthquakes" 9
"East" 14
"Economic" 6
"Edges" 14
"Education" 8
"Effort" 9
"Eggs" 1
"Ego" 14
"El" 59
"El-Sayed" 9
"Elderly" 7
"Election" 119
"Elections" 12
"Elephant" 14
"Eliminates" 3
"Elitist" 14
"Elizabeth" 11
"Ella" 3
"Ellen" 2
"Ellison" 14
"Ellos" 2
"Elon" 18
"Emanuel" 17
"Emanuels" 3
"Emerge" 11
"Emergency" 21
"Emerges" 5
"Emma" 11
"Emmy" 7
"Emmys" 46
"Emotional" 20
"Employed" 13
"Employee" 7
"Empty" 4
"Encounter" 16
"Encouraged" 4
"End" 69
"Ended" 10
"Ending" 23
"Endorses" 3
"Ends" 10
"Endures" 1
"Enemies" 8
"Enemigos" 1
"Enemy" 6
"Enough" 32
"Enrolled" 6
"Ensnared" 11
"Entra" 671
"Epic" 6
"Epically" 12
"Equifax" 41
"Era" 25
"Ereccin" 1
"Erecciones" 1
"Eric" 85
"Erupts" 8
"Es" 4
"Escape" 11
"Escuela" 2
"Establishment" 4
"Estoy" 1
"Evacuate" 7
"Evacuation" 1
"Evacuations" 20
"Evangelical" 7
"Even" 18
"Event" 5
"Events" 9
"Ever" 71
"Every" 71
"Everyone" 16
"Everything" 12
"Evidence" 7
"Evil" 18
"Ex-President" 7
"Exact" 6
"Exactly" 46
"Excludes" 8
"Excluding" 7
"Excuse-Fest" 6
"Excuses" 44
"Executions" 2
"Exhumed" 1
"Exists" 4
"Exonerate" 10
"Expelled" 8
"Expert" 2
"Explain" 6
"Explains" 34
"Exploit" 9
"Exploits" 12
"Explosions" 8
"Expose" 7
"Exposed" 108
"Exposes" 78
"Express" 3
"Expresses" 12
"Extra" 17
"Eyebrow" 10
"F" 15
"F**K" 6
"F*CK" 7
"FACES" 4
"FAD" 4
"FAIL" 7
"FAILING" 9
"FAKE" 37
"FALLING" 2
"FAR" 10
"FAT" 13
"FAV" 1
"FBI" 43
"FBIs" 2
"FEAR" 1
"FED" 11
"FEDERAL" 15
"FELONY" 3
"FEMA" 13
"FINALLY" 38
"FIRE" 8
"FIRED" 17
"FIRES" 23
"FIRST" 12
"FISA" 7
"FK" 11
"FLAG" 8
"FLASHBACK" 46
"FLIPPED" 1
"FLOP" 3
"FLORIDA" 19
"FLOTUS" 7
"FLYING" 8
"FOOL" 11
"FOR" 15
"FORCED" 9
"FRAUD" 15
"FREAKING" 16
"FTC" 11
"FURIOUS" 17
"Face" 60
"Facebook" 3
"Faces" 10
"Facial" 7
"Fact" 2
"Faculty" 3
"Failed" 5
"Failing" 12
"Fails" 9
"Fair" 8
"Faith" 6
"Fake" 82
"Fall" 2
"False" 7
"Family" 39
"Fan" 3
"Fans" 21
"Fantasas" 2
"Fascinating" 10
"Fate" 19
"Father" 12
"Fathers" 5
"Favor" 24
"Favorite" 7
"Featuring" 3
"Fed" 4
"Federal" 68
"Feds" 7
"Feel" 15
"Feeling" 8
"Feels" 2
"Feet" 2
"Feinstein" 22
"Felices" 1
"Fell" 12
"Fellowship" 3
"Felt" 19
"Female" 8
"Feminist" 29
"Fetichismo" 1
"Fetish" 13
"Fiestas" 1
"Fight" 32
"Fighting" 16
"Figure" 7
"Film" 21
"Financial" 1
"Find" 29
"Finds" 8
"Fire" 53
"FireFighters" 4
"Fired" 42
"Firefighter" 4
"Firefighters" 5
"Fires" 22
"Firing" 4
"Firings" 10
"Firm" 15
"First" 81
"Flag" 46
"Flake" 16
"Flames" 17
"Flaming" 13
"Flashback" 8
"Flattening" 6
"Flatulencias" 1
"Flee" 11
"Flood" 5
"Flooded" 4
"Flooding" 11
"Floods" 7
"Floor" 11
"Flop" 2
"Florida" 97
"Flujo" 1
"Flynn" 10
"Fobias" 1
"Focus" 1
"Folks" 8
"Following" 9
"Foolish" 3
"Footage" 73
"Football" 26
"For" 395
"Force" 2
"Forced" 64
"Forces" 32
"Forcing" 33
"Foreign" 8
"Forever" 3
"Forgets" 10
"Forgive" 16
"Forgiveness" 12
"Forgoes" 1
"Form" 7
"Formally" 15
"Former" 30
"Forming" 7
"Forward" 15
"Found" 38
"Foundation" 9
"Founded" 11
"Fox" 73
"France" 5
"Francisco" 21
"Fraud" 27
"Freak" 8
"Freaks" 10
"Free" 36
"Fresh" 14
"Friend" 18
"Friend's" 3
"From" 79
"Frontrunner" 1
"Ft" 27
"Fully" 15
"Fun" 2
"Fund" 16
"Funded" 8
"Funding" 47
"Fundraiser" 6
"Funds" 13
"Funnel" 6
"Funneling" 4
"Funniest" 2
"Funny" 13
"Future" 20
"G" 7
"GENIUS" 3
"GET" 10
"GIF" 4
"GIVE" 1
"GLORIOUS" 23
"GO" 25
"GOD" 5
"GOLF" 11
"GONE" 6
"GOOD" 2
"GOP" 67
"GRIEF" 2
"GROSS" 1
"GUARANTEES" 3
"GUNNED" 6
"Gaining" 10
"Gains" 7
"Game" 37
"Gang" 18
"Gave" 46
"Gay" 12
"Gender" 26
"Gene" 11
"General" 19
"Generator" 7
"Genocide" 2
"George" 14
"Georgia" 32
"Georgias" 2
"Get" 84
"Gets" 118
"Ghost" 11
"Gifted" 14
"Gifting" 12
"Gifts" 2
"Gig" 8
"Gillibrand" 18
"Gingrich" 1
"Girl" 38
"Girls" 5
"Give" 9
"Given" 20
"Gives" 57
"Giving" 10
"Glad" 1
"Glass" 5
"Glenn" 16
"Global" 11
"Globalist" 17
"Globalists" 7
"Glory" 5
"Go" 51
"GoObama" 7
"Goal" 10
"God" 5
"Godzilla" 10
"Goes" 67
"Going" 67
"Golden" 14
"Golf" 16
"Gonna" 5
"Good" 10
"Goodell" 18
"Goods" 6
"Gore" 26
"Gores" 20
"Gorgeous" 4
"Got" 90
"Gov" 36
"Government" 8
"Governor" 34
"Gowdy" 38
"Grab" 34
"Grace" 6
"Graders" 4
"Graham" 7
"Great" 36
"Greater" 7
"Green" 6
"Grey" 4
"Greys" 21
"Grilled" 5
"Gross" 7
"Group" 58
"Groups" 6
"Gua" 2
"Guard" 5
"Guards" 6
"Guardsman" 13
"Gubernatorial" 1
"Guest" 15
"Guilt" 10
"Guilty" 8
"Gun" 2
"Guns" 5
"Guy" 23
"H-Bomb" 20
"HA" 51
"HALTED" 9
"HANDCUFFED" 5
"HAPPENING" 8
"HARSH" 17
"HATE" 29
"HAVING" 3
"HE" 8
"HECKLED" 3
"HELL" 1
"HEROES" 10
"HILARIOUS" 34
"HILARIOUSLY" 8
"HILLARY" 8
"HIM" 1
"HITS" 11
"HOLIDAY" 3
"HUGE" 53
"HUGGING" 4
"HUH" 1
"HUMILIATED" 10
"HUNG" 2
"HUNTING" 12
"HURLED" 7
"HURRICANES" 2
"HYPOCRITE" 21
"HYPOCRITES" 8
"Hack" 36
"Hackers" 11
"Hacking" 8
"Had" 34
"Haley" 24
"Hall" 6
"Halt" 7
"Hampshire" 15
"Handed" 10
"Handel" 2
"Handler" 25
"Hands" 14
"Hanging" 16
"Hannity" 30
"Happen" 14
"Happened" 44
"Happens" 26
"Happiest" 4
"Harm" 16
"Harvard" 10
"Harvey" 238
"Harveys" 12
"Has" 282
"Hat" 6
"Hate" 4
"Hateful" 13
"Haters" 22
"Hates" 6
"Hats" 11
"Have" 237
"Having" 32
"Hawaii" 5
"He" 316
"He'd" 18
"He's" 6
"Head" 9
"Headlines" 5
"Health" 5
"Healthcare" 7
"Heaps" 2
"Hear" 13
"Heard" 8
"Heart" 19
"Heartbreak" 1
"Heartbreaking" 23
"Heartbroken" 20
"Heavy" 3
"Hebdo" 12
"Hed" 13
"Hell" 27
"Help" 106
"Helped" 9
"Helping" 4
"Helps" 6
"Her" 464
"Here" 36
"Here's" 47
"Heres" 35
"Hero" 22
"Heroes" 8
"Heroic" 8
"HerpesHillary" 1
"Hes" 32
"Hey" 11
"High" 35
"Highway" 6
"Hilarious" 3
"Hilariously" 28
"Hill" 23
"Hillary" 623
"Hillary-Voting" 7
"HillaryIt" 10
"Hillarys" 196
"Him" 159
"Himself" 16
"Hinges" 5
"His" 409
"Historic" 15
"History" 19
"Hit" 42
"Hits" 38
"Hitting" 16
"Hobby" 7
"Hold" 8
"Hollywood" 56
"Holocaust" 14
"Holy" 4
"Hombres" 3
"Home" 18
"Homeless" 9
"Hometown" 7
"Homosexuales" 1
"Homosexualidad" 1
"Honor" 7
"Honored" 3
"Honoring" 11
"Hook" 7
"Hope" 12
"Hoping" 1
"Horrible" 16
"Horribly" 10
"Horse" 6
